20200108-12:00:00   1.027000 14.67
20200109-12:00:00   1.056000 13.55
20200110-12:00:00   1.001000 12.28
20200111-12:00:00   0.995800 12.16
20200112-12:00:00   0.994400 12.2
20200113-12:00:00   1.030000 12.01
20200114-12:00:00   1.045000 12.61
20200115-12:00:00   1.074000 13.59
20200116-12:00:00   1.118000 13.59
20200117-12:00:00   1.159000 15.24
20200118-12:00:00   1.210000 13.4
20200119-12:00:00   1.300000 12.05
20200120-12:00:00   5.016000 9.837
20200121-12:00:00 204.100000 11.64
20200122-12:00:00 182.000000 14.64
20200123-12:00:00  77.610000 14.56
20200124-12:00:00  37.010000 13.44
20200125-12:00:00  19.540000 13.77
20200126-12:00:00   3.782000 14.19
20200127-12:00:00   4.626000 13.33
20200128-12:00:00   5.455000 14.11
20200129-12:00:00   5.547000 14.49
20200130-12:00:00   5.443000 14.15
20200131-12:00:00   5.295000 15.58
20200201-12:00:00   5.060000 15.61
20200202-12:00:00   4.811000 16.29
20200203-12:00:00   4.568000 17.86
20200204-12:00:00   4.318000 15.65
20200205-12:00:00   4.066000 13.21
20200206-12:00:00   3.829000 13.17
20200207-12:00:00   3.603000 14.52
20200208-12:00:00   3.366000 14.3
20200209-12:00:00   3.157000 14.64
20200210-12:00:00   2.952000 16.33
20200211-12:00:00   2.786000 15.42
20200212-12:00:00   2.602000 13.96
20200213-12:00:00   2.476000 14.9
20200214-12:00:00   2.320000 15.35
20200215-12:00:00   2.183000 14.04
20200216-12:00:00   2.053000 15.42
20200217-12:00:00   1.931000 15.8
20200218-12:00:00   1.821000 15.01
20200219-12:00:00   1.726000 14.38
20200220-12:00:00   1.651000 13.77
20200221-12:00:00   1.561000 14.75
20200222-12:00:00   1.478000 15.01
20200223-12:00:00   1.470000 15.16
20200224-12:00:00   1.465000 15.84
20200225-12:00:00   1.415000 13.92
20200226-12:00:00   1.381000 14.97
20200227-12:00:00   1.529000 15.69
20200228-12:00:00   1.468000 14.94
20200229-12:00:00   1.601000 16.02
20200301-12:00:00   1.532000 17
20200302-12:00:00   1.487000 15.35
20200303-12:00:00   1.439000 13.47
20200304-12:00:00   1.396000 13.96
20200305-12:00:00   1.362000 17.22
20200306-12:00:00   1.328000 14.64
20200307-12:00:00   1.299000 13.66
20200308-12:00:00   1.267000 15.39
20200309-12:00:00   1.229000 14.94
20200310-12:00:00   1.209000 15.05
20200311-12:00:00   1.181000 15.76
20200312-12:00:00   1.147000 15.99
20200313-12:00:00   1.117000 16.25
20200314-12:00:00   1.101000 15.2
20200315-12:00:00   1.073000 16.25
20200316-12:00:00   1.236000 14.6
20200317-12:00:00   1.169000 15.5
20200318-12:00:00   1.229000 15.42
20200319-12:00:00   1.264000 14.75
20200320-12:00:00   1.332000 14.83
20200321-12:00:00   1.385000 14.79
20200322-12:00:00   1.470000 15.69
20200323-12:00:00   1.519000 15.28
20200324-12:00:00   1.599000 13.85
20200325-12:00:00   1.664000 13.29
20200326-12:00:00   1.772000 10.36
20200327-12:00:00   1.841000 11.71
20200328-12:00:00   1.960000 15.58
20200329-12:00:00   2.049000 16.1
20200330-12:00:00   2.146000 12.88
20200331-12:00:00   2.206000 12.91
20200401-12:00:00   2.538000 12.73
20200402-12:00:00   2.537000 13.33
20200403-12:00:00   2.663000 15.12
20200404-12:00:00   2.775000 15.2
20200405-12:00:00   2.865000 15.28
20200406-12:00:00   2.988000 16.17
20200407-12:00:00   2.980000 16.44
20200408-12:00:00   2.933000 17.04
20200409-12:00:00   2.859000 16.59
20200410-12:00:00   2.735000 16.7
20200411-12:00:00   2.613000 17.15
20200412-12:00:00   2.522000 16.66
20200413-12:00:00   2.959000 14.49
20200414-12:00:00   2.674000 16.62
20200415-12:00:00   2.643000 15.95
20200416-12:00:00   2.596000 16.92
20200417-12:00:00   2.563000 17.71
20200418-12:00:00   2.733000 17.41
20200419-12:00:00   3.061000 16.66
20200420-12:00:00   4.177000 17.11
20200421-12:00:00 122.500000 15.58
20200422-12:00:00  37.720000 15.16
20200423-12:00:00  12.410000 17.49
20200424-12:00:00   8.711000 17.75
20200425-12:00:00   4.144000 18.35
20200426-12:00:00   5.017000 17.9
20200427-12:00:00   5.287000 18.39
20200428-12:00:00   5.252000 17.82
20200429-12:00:00   5.082000 17.45
20200430-12:00:00   4.834000 19.66
20200501-12:00:00   4.574000 20.04
20200502-12:00:00   4.273000 18.8
20200503-12:00:00   3.946000 19.59
20200504-12:00:00   3.642000 19.81
20200505-12:00:00   3.367000 19.29
20200506-12:00:00   3.099000 21.43
20200507-12:00:00   2.854000 19.59
20200508-12:00:00   2.613000 19.81
20200509-12:00:00   2.432000 18.35
20200510-12:00:00   2.268000 18.84
20200511-12:00:00   2.112000 19.29
20200512-12:00:00   2.016000 18.09
20200513-12:00:00   1.902000 18.88
20200514-12:00:00   1.866000 16.92
20200515-12:00:00   1.823000 18.46
20200516-12:00:00   1.809000 19.55
20200517-12:00:00   1.830000 19.81
20200518-12:00:00   1.845000 19.74
20200519-12:00:00   1.865000 21.46
20200520-12:00:00   1.897000 22.47
20200521-12:00:00   1.915000 22.44
20200522-12:00:00   1.918000 22.1
20200523-12:00:00   1.901000 21.35
20200524-12:00:00   1.884000 21.46
20200525-12:00:00   1.826000 21.91
20200526-12:00:00   1.782000 22.06
20200527-12:00:00   1.819000 20.82
20200528-12:00:00   1.730000 21.12
20200529-12:00:00   1.670000 20.79
20200530-12:00:00   1.605000 21.5
20200531-12:00:00   1.530000 21.39
20200601-12:00:00   1.470000 21.54
20200602-12:00:00   1.400000 21.39
20200603-12:00:00   1.395000 21.88
20200604-12:00:00   1.449000 18.69
20200605-12:00:00   1.473000 19.44
20200606-12:00:00   1.518000 20.97
20200607-12:00:00   1.570000 19.18
20200608-12:00:00   1.697000 19.1
20200609-12:00:00   1.800000 18.65
20200610-12:00:00   2.039000 19.7
20200611-12:00:00   2.356000 19.36
20200612-12:00:00   2.189000 21.12
20200613-12:00:00   2.086000 20.07
20200614-12:00:00   2.039000 20.86
20200615-12:00:00   1.959000 21.12
20200616-12:00:00   1.890000 19.96
20200617-12:00:00   1.841000 20.3
20200618-12:00:00   1.810000 19.25
20200619-12:00:00   1.716000 21.05
20200620-12:00:00   1.670000 21.91
20200621-12:00:00   1.621000 22.66
20200622-12:00:00   1.550000 23.22
20200623-12:00:00   1.498000 23.22
20200624-12:00:00   1.442000 23.56
20200625-12:00:00   1.392000 23.08
20200626-12:00:00   1.346000 24.16
20200627-12:00:00   1.286000 24.31
20200628-12:00:00   1.245000 24.35
20200629-12:00:00   1.221000 24.2
20200630-12:00:00   1.253000 23.41
20200701-12:00:00   1.189000 24.39
20200702-12:00:00   1.585000 23.94
20200703-12:00:00   1.458000 20.75
20200704-12:00:00   1.537000 22.66
20200705-12:00:00   1.638000 23.67
20200706-12:00:00   1.694000 24.5
20200707-12:00:00   1.703000 24.28
20200708-12:00:00   1.694000 24.42
20200709-12:00:00   1.676000 24.69
20200710-12:00:00   1.640000 24.46
20200711-12:00:00   1.576000 24.54
20200712-12:00:00   1.526000 24.31
20200713-12:00:00   1.467000 24.91
20200714-12:00:00   1.399000 24.84
20200715-12:00:00   1.333000 23.11
20200716-12:00:00   1.279000 23.64
20200717-12:00:00   1.217000 23.64
20200718-12:00:00   1.152000 24.28
20200719-12:00:00   1.104000 24.61
20200720-12:00:00   1.062000 24.39
20200721-12:00:00   1.004000 25.51
20200722-12:00:00   0.963400 24.24
20200723-12:00:00   0.909600 25.51
20200724-12:00:00   0.882400 26.04
20200725-12:00:00   0.844500 25.59
20200726-12:00:00   0.803700 25.03
20200727-12:00:00   0.776600 25.81
20200728-12:00:00   0.746800 24.28
20200729-12:00:00   0.726100 25.21
20200730-12:00:00   0.701200 25.66
20200731-12:00:00   0.672500 26.11
20200801-12:00:00   0.648200 26.79
20200802-12:00:00   0.836100 26.19
20200803-12:00:00   0.769200 22.81
20200804-12:00:00   0.920700 23.07
20200805-12:00:00   0.875400 23.97
20200806-12:00:00   0.847200 24.99
20200807-12:00:00   0.800800 25.29
20200808-12:00:00   0.761300 25.18
20200809-12:00:00   0.733200 25.21
20200810-12:00:00   0.751500 25.81
20200811-12:00:00   0.706000 26.23
20200812-12:00:00   0.758400 26.56
20200813-12:00:00   0.703700 25.21
20200814-12:00:00   0.683400 25.55
20200815-12:00:00   0.650600 25.7
20200816-12:00:00   0.634900 24.54
20200817-12:00:00   0.608100 25.03
20200818-12:00:00   0.592400 24.54
20200819-12:00:00   0.574000 25.36
20200820-12:00:00   0.564700 26.15
20200821-12:00:00   0.556900 26.3
20200822-12:00:00   0.552600 26.6
20200823-12:00:00   0.542700 25.59
20200824-12:00:00   0.544600 24.84
20200825-12:00:00   0.545700 24.72
20200826-12:00:00   0.550900 26.04
20200827-12:00:00   0.571600 26.3
20200828-12:00:00   0.681200 24.39
20200829-12:00:00   0.620200 19.1
20200830-12:00:00   0.678300 20.83
20200831-12:00:00   0.684200 20.41
20200901-12:00:00   0.729000 21.28
20200902-12:00:00   0.737900 21.76
20200903-12:00:00   0.762300 23.64
20200904-12:00:00   0.775100 23.75
20200905-12:00:00   0.792000 23.22
20200906-12:00:00   0.838400 21.91
20200907-12:00:00   0.814500 20.75
20200908-12:00:00   0.822700 20.71
20200909-12:00:00   0.842900 22.1
20200910-12:00:00   0.840500 22.36
20200911-12:00:00   0.845100 24.35
20200912-12:00:00   0.849600 25.4
20200913-12:00:00   0.849000 24.8
20200914-12:00:00   0.838500 23.64
20200915-12:00:00   0.836800 24.31
20200916-12:00:00   0.823700 23.97
20200917-12:00:00   0.818900 24.88
20200918-12:00:00   0.801900 23.3
20200919-12:00:00   0.828100 24.54
20200920-12:00:00   0.803000 22.96
20200921-12:00:00   0.908400 20.49
20200922-12:00:00   1.022000 21.24
20200923-12:00:00   0.855900 21.61
20200924-12:00:00   0.834400 22.7
20200925-12:00:00   0.818600 18.16
20200926-12:00:00   0.803900 18.39
20200927-12:00:00   0.780100 16.4
20200928-12:00:00   0.755600 19.29
20200929-12:00:00   0.741600 19.66
20200930-12:00:00   0.732600 19.59
20201001-12:00:00   0.729000 21.58
20201002-12:00:00   0.775800 17.75
20201003-12:00:00   0.722600 16.7
20201004-12:00:00   0.719400 18.5
20201005-12:00:00   0.698700 17.71
20201006-12:00:00   0.758700 18.65
20201007-12:00:00   0.728600 20.64
20201008-12:00:00   0.871300 20.97
20201009-12:00:00   0.849800 20.34
20201010-12:00:00   1.190000 16.66
20201011-12:00:00   0.962400 17.26
20201012-12:00:00   0.933900 16.7
20201013-12:00:00   1.326000 16.51
20201014-12:00:00   1.177000 14.11
20201015-12:00:00   1.091000 14.67
20201016-12:00:00   1.126000 15.95
20201017-12:00:00   1.180000 15.95
20201018-12:00:00   1.267000 16.66
20201019-12:00:00   1.332000 17.64
20201020-12:00:00   1.386000 20.26
20201021-12:00:00   1.444000 20.9
20201022-12:00:00   1.511000 19.89
20201023-12:00:00   1.541000 19.62
20201024-12:00:00   1.578000 17.97
20201025-12:00:00   1.573000 19.1
20201026-12:00:00   1.588000 15.73
20201027-12:00:00   1.584000 15.69
20201028-12:00:00   1.545000 17.34
20201029-12:00:00   1.515000 17.97
20201030-12:00:00   1.466000 17.94
20201031-12:00:00   1.404000 18.12
20201101-12:00:00   1.349000 18.58
20201102-12:00:00   1.285000 18.42
20201103-12:00:00   1.214000 17.49
20201104-12:00:00   1.156000 15.54
20201105-12:00:00   1.113000 16.81
20201106-12:00:00   1.055000 17.75
20201107-12:00:00   1.071000 17.53
20201108-12:00:00   0.998800 17.49
20201109-12:00:00   0.997500 17.41
20201110-12:00:00   0.963600 17.15
20201111-12:00:00   0.941900 17.15
20201112-12:00:00   0.911900 16.33
20201113-12:00:00   0.892000 16.66
20201114-12:00:00   0.885200 17.15
20201115-12:00:00   0.858400 17.56
20201116-12:00:00   0.848000 16.1
20201117-12:00:00   0.825300 16.59
20201118-12:00:00   0.806100 16.33
20201119-12:00:00   0.790400 16.1
20201120-12:00:00   0.784200 14.3
20201121-12:00:00   0.754900 13.33
20201122-12:00:00   0.742600 13.4
20201123-12:00:00   0.744000 14.19
20201124-12:00:00   0.735400 14.3
20201125-12:00:00   0.826300 16.47
20201126-12:00:00   0.838400 16.77
20201127-12:00:00   8.122000 15.88
20201128-12:00:00  25.470000 14.83
20201129-12:00:00   3.517000 16.89
20201130-12:00:00   4.261000 14.79
20201201-12:00:00   4.650000 13.85
20201202-12:00:00   4.753000 13.06
20201203-12:00:00   4.714000 12.01
20201204-12:00:00   4.565000 12.8
20201205-12:00:00   4.369000 11.04
20201206-12:00:00   4.140000 11.97
20201207-12:00:00   3.889000 11.52
20201208-12:00:00   3.603000 12.54
20201209-12:00:00   3.351000 12.24
20201210-12:00:00   3.171000 13.06
20201211-12:00:00   2.920000 14.41
20201212-12:00:00   2.728000 14.56
20201213-12:00:00   2.519000 14.11
20201214-12:00:00   2.319000 14.49
20201215-12:00:00   2.140000 15.69
20201216-12:00:00   1.995000 14.79
20201217-12:00:00   1.848000 15.12
20201218-12:00:00   1.818000 15.76
20201219-12:00:00   1.716000 15.35
20201220-12:00:00   1.640000 14.97
20201221-12:00:00   1.574000 14.6
20201222-12:00:00   1.534000 14.23
20201223-12:00:00   1.478000 15.46
20201224-12:00:00   1.433000 13.59
20201225-12:00:00   1.404000 11.53
20201226-12:00:00   1.374000 11.3
20201227-12:00:00   1.405000 10.21
20201228-12:00:00   1.381000 13.48
20201229-12:00:00   1.372000 12.91
20201230-12:00:00   1.330000 11.98
20201231-12:00:00   1.317000 12.16
